Nbmonth,NbHour,Temp,State,Degree
1,1,"00:51Thu, 1 Jan",Clear.,-2
1,2,01:51,Clear.,-2
1,3,02:51,Clear.,-3
1,4,03:51,Clear.,-3
1,5,04:51,Clear.,-3
1,6,05:51,Clear.,-3
1,7,06:51,Clear.,-3
1,8,07:51,Sunny.,-3
1,9,08:51,Sunny.,-2
1,10,09:51,Sunny.,-1
1,11,10:51,Sunny.,-1
1,12,11:51,Sunny.,1
1,13,12:51,Sunny.,2
1,14,13:51,Sunny.,3
1,15,14:51,Sunny.,3
1,16,15:51,Sunny.,4
1,17,16:51,Clear.,4
1,18,17:51,Clear.,4
1,19,18:51,Clear.,4
1,20,19:51,Clear.,3
1,21,20:51,Clear.,3
1,22,21:51,Clear.,3
1,23,22:51,Clear.,3
1,24,23:51,Clear.,3
1,1,"00:51Fri, 2 Jan",Passing clouds.,3
1,2,01:51,Clear.,3
1,3,02:51,Clear.,3
1,4,03:51,Clear.,3
1,5,04:51,Clear.,2
1,6,05:51,Clear.,2
1,7,06:51,Passing clouds.,2
1,8,07:51,Overcast.,2
1,9,08:51,Sunny.,3
1,10,09:51,Overcast.,4
1,11,10:51,Scattered clouds.,5
1,12,11:51,Scattered clouds.,4
1,13,12:51,Scattered clouds.,5
1,14,13:51,Sunny.,6
1,15,14:51,Sunny.,6
1,16,15:51,Sunny.,6
1,17,16:51,Clear.,5
1,18,17:51,Clear.,4
1,19,18:51,Clear.,4
1,20,19:51,Clear.,3
1,21,20:51,Clear.,3
1,22,21:51,Clear.,3
1,23,22:51,Clear.,2
1,24,23:51,Clear.,2
1,1,"00:51Sat, 3 Jan",Clear.,2
1,2,01:51,Clear.,1
1,3,02:51,Clear.,2
1,4,03:51,Clear.,2
1,5,04:51,Clear.,1
1,6,05:51,Clear.,1
1,7,06:51,Clear.,1
1,8,07:51,Sunny.,1
1,9,08:51,Sunny.,2
1,10,09:51,Scattered clouds.,2
1,11,10:51,Mostly cloudy.,3
1,12,11:51,Overcast.,3
1,13,13:02,Mostly cloudy.,2
1,15,14:51,Rain. Fog.,1
1,16,15:51,Light rain. Fog.,2
1,17,16:51,Light rain. Fog.,2
1,18,17:04,Rain. Fog.,2
1,19,17:51,Light rain. Fog.,3
1,20,18:51,Rain. Fog.,3
1,21,19:51,Light rain. Fog.,4
1,22,20:59,Light rain. Fog.,4
1,23,21:51,Light rain. Fog.,4
1,24,22:51,Fog.,5
1,25,23:51,Light rain. Fog.,6
1,1,"00:51Sun, 4 Jan",Light rain. Fog.,6
1,2,02:02,Fog.,6
1,3,02:51,Fog.,6
1,4,03:51,Fog.,5
1,5,05:00,Fog.,6
1,6,05:51,Light rain. Fog.,7
1,7,06:51,Mostly cloudy.,7
1,8,07:51,Mostly cloudy.,7
1,9,09:01,Light rain. More clouds than sun.,7
1,10,09:51,Mostly cloudy.,8
1,11,10:51,Low clouds.,8
1,12,11:51,Low clouds.,1
1,13,12:51,Fog.,1
1,14,13:51,Fog.,1
1,15,14:51,Low clouds.,1
1,16,15:51,Passing clouds.,1
1,17,16:51,Passing clouds.,1
1,18,17:51,Clear.,1
1,19,18:51,Overcast.,1
1,20,19:51,Light rain. Fog.,1
1,21,20:51,Light rain. Overcast.,1
1,22,21:51,Light rain. Overcast.,1
1,23,22:51,Passing clouds.,1
1,24,23:51,Passing clouds.,1
1,1,"00:51Mon, 5 Jan",Clear.,8
1,2,01:51,Clear.,8
1,3,02:51,Clear.,7
1,4,03:51,Clear.,6
1,5,04:51,Passing clouds.,6
1,6,05:51,Passing clouds.,5
1,7,06:51,Overcast.,5
1,8,07:51,Partly sunny.,4
1,9,08:51,Passing clouds.,4
1,10,09:51,Overcast.,3
1,11,10:51,Sunny.,2
1,12,11:51,Partly sunny.,2
1,13,12:51,Partly sunny.,2
1,14,13:51,Sunny.,2
1,15,14:51,Sunny.,1
1,16,15:51,Sunny.,1
1,17,16:51,Clear.,0
1,18,17:51,Clear.,-1
1,19,18:51,Clear.,-2
1,20,19:51,Clear.,-3
1,21,20:51,Clear.,-4
1,22,21:51,Clear.,-5
1,23,22:51,Clear.,-6
1,24,23:51,Clear.,-6
1,1,"00:51Tue, 6 Jan",Clear.,-6
1,2,01:51,Clear.,-7
1,3,02:51,Clear.,-7
1,4,03:51,Clear.,-7
1,5,04:51,Clear.,-7
1,6,05:51,Passing clouds.,-7
1,7,06:51,Overcast.,-7
1,8,07:51,Overcast.,-7
1,9,08:51,Light snow. Overcast.,-7
1,10,09:51,Light snow. Overcast.,-7
1,11,10:51,Heavy snow. Ice fog.,-7
1,12,11:58,Light snow. Mostly cloudy.,-7
1,13,13:01,Light snow. Overcast.,-6
1,14,13:51,Overcast.,-6
1,15,14:51,Overcast.,-6
1,16,15:51,More clouds than sun.,-6
1,17,16:51,Overcast.,-6
1,18,17:51,Passing clouds.,-6
1,19,18:51,Clear.,-6
1,20,19:51,Passing clouds.,-6
1,21,20:51,Clear.,-6
1,22,21:51,Clear.,-6
1,23,22:51,Clear.,-6
1,24,23:51,Clear.,-7
1,1,"00:51Wed, 7 Jan",Clear.,-7
1,2,01:51,Clear.,-7
1,3,02:51,Clear.,-7
1,4,03:51,Passing clouds.,-6
1,5,04:51,Passing clouds.,-6
1,6,05:51,Passing clouds.,-6
1,7,06:51,Clear.,-6
1,8,07:51,Sunny.,-6
1,9,08:51,Sunny.,-6
1,10,09:51,Sunny.,-6
1,11,10:51,Passing clouds.,-5
1,12,11:51,Partly sunny.,-5
1,13,12:51,Partly sunny.,-6
1,14,13:51,Partly sunny.,-5
1,15,14:51,Passing clouds.,-6
1,16,15:51,Partly sunny.,-6
1,17,16:51,Clear.,-7
1,18,17:51,Clear.,-8
1,19,18:51,Clear.,-9
1,20,19:51,Clear.,-1
1,21,20:51,Clear.,-1
1,22,21:51,Clear.,-1
1,23,22:51,Clear.,-1
1,24,23:51,Clear.,-1
1,1,"00:51Thu, 8 Jan",Clear.,-1
1,2,01:51,Clear.,-1
1,3,02:51,Clear.,-1
1,4,03:51,Clear.,-1
1,5,04:51,Clear.,-1
1,6,05:51,Clear.,-1
1,7,06:51,Clear.,-1
1,8,07:51,Sunny.,-1
1,9,08:51,Sunny.,-1
1,10,09:51,Sunny.,-1
1,11,10:51,Sunny.,-9
1,12,11:51,Sunny.,-8
1,13,12:51,Sunny.,-7
1,14,13:51,Sunny.,-7
1,15,14:51,Sunny.,-7
1,16,15:51,Sunny.,-7
1,17,16:51,Clear.,-7
1,18,17:51,Clear.,-8
1,19,18:51,Clear.,-8
1,20,19:51,Clear.,-8
1,21,20:51,Clear.,-9
1,22,21:51,Clear.,-8
1,23,22:51,Clear.,-8
1,24,23:51,Clear.,-7
1,1,"00:51Fri, 9 Jan",Passing clouds.,-7
1,2,01:51,Clear.,-6
1,3,02:51,Clear.,-5
1,4,03:51,Mostly cloudy.,-4
1,5,04:51,Passing clouds.,-4
1,6,05:51,Overcast.,-4
1,7,07:00,Heavy snow. Ice fog.,-5
1,8,08:02,Snow. Ice fog.,-5
1,9,08:51,Light snow. Mostly cloudy.,-5
1,10,09:51,Overcast.,-4
1,11,10:51,Overcast.,-3
1,12,11:51,Sunny.,-2
1,13,12:51,Overcast.,-1
1,14,13:51,Partly sunny.,1
1,15,14:51,Partly sunny.,0
1,16,15:51,Scattered clouds.,0
1,17,16:51,Passing clouds.,-1
1,18,17:51,Clear.,-1
1,19,18:51,Clear.,-1
1,20,19:51,Clear.,-2
1,21,20:51,Clear.,-3
1,22,21:51,Clear.,-3
1,23,22:51,Clear.,-4
1,24,23:51,Clear.,-5
1,1,"00:51Sat, 10 Jan",Clear.,-5
1,2,01:51,Clear.,-6
1,3,02:51,Clear.,-7
1,4,03:51,Clear.,-7
1,5,04:51,Clear.,-7
1,6,05:51,Clear.,-8
1,7,06:51,Clear.,-8
1,8,07:51,Sunny.,-9
1,9,08:51,Sunny.,-9
1,10,09:51,Sunny.,-8
1,11,10:51,Sunny.,-8
1,12,11:51,Sunny.,-7
1,13,12:51,Sunny.,-7
1,14,13:51,Sunny.,-6
1,15,14:51,Sunny.,-5
1,16,15:51,Sunny.,-5
1,17,16:51,Clear.,-6
1,18,17:51,Clear.,-6
1,19,18:51,Clear.,-7
1,20,19:51,Clear.,-7
1,21,20:51,Clear.,-7
1,22,21:51,Clear.,-7
1,23,22:51,Clear.,-7
1,24,23:51,Clear.,-7
1,1,"00:51Sun, 11 Jan",Clear.,-8
1,2,01:51,Clear.,-7
1,3,02:51,Clear.,-7
1,4,03:51,Clear.,-7
1,5,04:51,Clear.,-7
1,6,05:51,Clear.,-6
1,7,06:51,Clear.,-6
1,8,07:51,Sunny.,-6
1,9,08:51,Sunny.,-4
1,10,09:51,Overcast.,-3
1,11,10:51,Overcast.,-2
1,12,11:51,Overcast.,-1
1,13,12:51,Overcast.,-1
1,14,13:51,Overcast.,1
1,15,14:51,Partly sunny.,2
1,16,15:51,Sunny.,3
1,17,16:51,Clear.,3
1,18,17:51,Clear.,3
1,19,18:51,Clear.,3
1,20,19:51,Clear.,3
1,21,20:51,Passing clouds.,3
1,22,21:51,Passing clouds.,3
1,23,22:51,Clear.,3
1,24,23:51,Overcast.,3
1,1,"00:51Mon, 12 Jan",Overcast.,3
1,2,01:51,Mostly cloudy.,3
1,3,02:51,Light rain. Overcast.,3
1,4,03:51,Overcast.,2
1,5,04:51,Light rain. Overcast.,2
1,6,05:51,Overcast.,3
1,7,06:51,Overcast.,2
1,8,07:51,Light rain. Overcast.,3
1,9,08:51,Light rain. Overcast.,2
1,10,09:51,Light rain. Fog.,2
1,11,10:51,Light rain. Fog.,3
1,12,11:51,Light rain. Fog.,3
1,14,12:51,Rain. Fog.,3
1,15,13:51,Light rain. Fog.,2
1,16,14:51,Light rain. Fog.,3
1,17,15:58,Fog.,3
1,18,16:51,Fog.,3
1,19,17:51,Fog.,3
1,20,18:51,Fog.,3
1,21,19:51,Overcast.,3
1,22,20:51,Overcast.,3
1,23,21:51,Light rain. Mostly cloudy.,3
1,24,22:51,Mostly cloudy.,3
1,24,23:51,Overcast.,2
1,1,"00:51Tue, 13 Jan",Overcast.,2
1,2,01:51,Mostly cloudy.,2
1,3,02:51,Overcast.,2
1,4,03:51,Overcast.,2
1,5,04:51,Overcast.,2
1,6,05:51,Overcast.,1
1,7,07:02,Passing clouds.,-1
1,8,07:51,Passing clouds.,-2
1,9,08:51,Sunny.,-3
1,10,09:51,Sunny.,-4
1,11,10:51,Sunny.,-4
1,12,11:51,Sunny.,-4
1,13,12:51,Sunny.,-4
1,14,13:51,Sunny.,-4
1,15,14:51,Sunny.,-5
1,16,15:51,Sunny.,-6
1,17,16:51,Clear.,-6
1,18,17:51,Clear.,-7
1,19,18:51,Clear.,-7
1,20,19:51,Clear.,-7
1,21,20:51,Clear.,-7
1,22,21:51,Clear.,-8
1,23,22:51,Clear.,-8
1,24,23:51,Clear.,-8
1,1,"00:51Wed, 14 Jan",Clear.,-8
1,2,01:51,Clear.,-8
1,3,02:51,Clear.,-8
1,4,03:51,Clear.,-8
1,5,05:00,Passing clouds.,-8
1,6,05:51,Passing clouds.,-8
1,7,06:51,Passing clouds.,-8
1,8,07:51,Overcast.,-7
1,9,08:51,Sunny.,-6
1,10,09:51,Passing clouds.,-5
1,11,10:51,Partly sunny.,-4
1,12,11:51,Broken clouds.,-2
1,13,12:51,Mostly cloudy.,-1
1,14,13:51,Overcast.,-1
1,15,14:51,Overcast.,-1
1,16,15:51,Mostly cloudy.,0
1,17,16:58,Mostly cloudy.,-1
1,18,17:51,Overcast.,-1
1,19,18:51,Overcast.,-1
1,20,19:51,Overcast.,-1
1,21,20:51,Overcast.,-1
1,22,21:51,Overcast.,-1
1,23,22:51,Overcast.,-1
1,24,23:51,Passing clouds.,-2
1,1,"00:51Thu, 15 Jan",Overcast.,-2
1,2,01:51,Overcast.,-2
1,3,02:51,Clear.,-3
1,4,03:51,Passing clouds.,-3
1,5,04:51,Overcast.,-3
1,6,05:51,Overcast.,-3
1,7,06:51,Passing clouds.,-4
1,8,07:51,Overcast.,-4
1,9,08:51,Overcast.,-3
1,10,09:51,Overcast.,-3
1,11,10:51,Overcast.,-2
1,12,11:51,Sunny.,-1
1,13,12:51,Sunny.,0
1,14,13:51,Sunny.,1
1,15,14:51,Sunny.,1
1,16,15:51,Sunny.,1
1,17,16:51,Sunny.,1
1,18,17:51,Clear.,1
1,19,18:51,Clear.,1
1,20,19:51,Clear.,1
1,21,20:51,Clear.,0
1,22,21:51,Clear.,0
1,23,22:51,Clear.,-1
1,24,23:51,Clear.,-1
1,1,"00:51Fri, 16 Jan",Clear.,0
1,2,01:51,Clear.,-1
1,3,02:51,Clear.,-1
1,4,03:51,Passing clouds.,-1
1,5,04:51,Passing clouds.,-1
1,6,05:51,Passing clouds.,-1
1,7,06:51,Clear.,-1
1,8,07:51,Overcast.,-1
1,9,08:51,Partly sunny.,1
1,10,09:51,Passing clouds.,2
1,11,10:51,Sunny.,3
1,12,11:51,Passing clouds.,4
1,13,12:51,Passing clouds.,6
1,14,13:51,Partly sunny.,6
1,15,14:51,Partly sunny.,4
1,16,15:51,Sunny.,2
1,17,16:51,Passing clouds.,1
1,18,17:51,Passing clouds.,-1
1,19,18:51,Clear.,-2
1,20,19:51,Clear.,-3
1,21,20:51,Clear.,-4
1,22,21:51,Clear.,-6
1,23,22:51,Clear.,-7
1,24,23:51,Clear.,-7
1,1,"00:51Sat, 17 Jan",Clear.,-7
1,2,01:51,Clear.,-7
1,3,02:51,Clear.,-8
1,4,03:51,Clear.,-8
1,5,04:51,Clear.,-8
1,6,05:51,Clear.,-8
1,7,06:51,Clear.,-8
1,8,07:51,Sunny.,-8
1,9,08:51,Sunny.,-8
1,10,09:51,Sunny.,-7
1,11,10:51,Sunny.,-6
1,12,11:51,Sunny.,-4
1,13,12:51,Sunny.,-3
1,14,13:51,Sunny.,-3
1,15,14:51,Sunny.,-2
1,16,15:51,Sunny.,-2
1,17,16:51,Sunny.,-2
1,18,17:51,Clear.,-2
1,19,18:51,Clear.,-2
1,20,19:51,Clear.,-1
1,21,20:51,Clear.,-1
1,22,21:51,Clear.,-1
1,23,22:51,Clear.,-1
1,24,23:51,Clear.,-1
1,1,"00:51Sun, 18 Jan",Clear.,1
1,2,01:51,Clear.,1
1,3,02:51,Passing clouds.,1
1,4,03:51,Clear.,1
1,5,04:51,Mostly cloudy.,2
1,6,05:51,Mostly cloudy.,2
1,7,06:51,Overcast.,1
1,8,07:51,Light rain. Fog.,1
1,9,08:51,Rain. Fog.,1
1,10,09:51,Light rain. Fog.,2
1,11,10:51,Rain. Fog.,2
1,12,11:51,Rain. Fog.,2
1,13,12:57,Rain. Fog.,3
1,14,13:51,Rain. Fog.,3
1,15,15:00,Heavy rain. Fog.,4
1,16,15:51,Rain. Fog.,4
1,17,16:51,Rain. Fog.,5
1,18,17:51,Rain. Fog.,6
1,19,18:51,Fog.,6
1,20,19:51,Fog.,5
1,21,20:58,Light rain. Fog.,5
1,22,21:51,Overcast.,5
1,23,22:51,Passing clouds.,4
1,24,23:51,Clear.,4
1,1,"00:51Mon, 19 Jan",Clear.,3
1,2,01:51,Clear.,3
1,3,02:51,Clear.,3
1,4,03:51,Overcast.,3
1,5,04:51,Overcast.,3
1,6,05:51,Overcast.,3
1,7,06:51,Clear.,3
1,8,07:51,Overcast.,3
1,9,08:51,Partly sunny.,3
1,10,09:51,Overcast.,4
1,11,10:51,Overcast.,4
1,12,11:51,Overcast.,5
1,13,12:51,More clouds than sun.,5
1,14,13:51,Mostly cloudy.,4
1,15,14:51,Mostly cloudy.,5
1,16,15:51,Overcast.,5
1,17,16:51,Overcast.,4
1,18,17:51,Overcast.,4
1,19,18:51,Overcast.,4
1,20,19:51,Overcast.,4
1,21,20:51,Overcast.,4
1,22,21:51,Overcast.,4
1,23,22:51,Overcast.,4
1,24,23:51,Overcast.,4
1,1,"00:51Tue, 20 Jan",Mostly cloudy.,3
1,2,01:51,Overcast.,3
1,3,02:51,Passing clouds.,3
1,4,03:51,Overcast.,3
1,5,04:51,Passing clouds.,2
1,6,05:51,Clear.,2
1,7,06:51,Clear.,1
1,8,07:51,Sunny.,1
1,9,08:51,Scattered clouds.,2
1,10,09:51,Sunny.,2
1,11,10:51,Sunny.,3
1,12,11:51,Overcast.,3
1,13,12:51,Overcast.,4
1,14,13:51,Sunny.,4
1,15,14:51,Partly sunny.,4
1,16,15:51,Overcast.,4
1,17,16:51,Overcast.,4
1,18,17:51,Mostly cloudy.,3
1,19,18:51,Partly cloudy.,3
1,20,19:51,Passing clouds.,3
1,21,20:51,Passing clouds.,2
1,22,21:51,Clear.,2
1,23,22:51,Clear.,1
1,24,23:51,Clear.,0
1,1,"00:51Wed, 21 Jan",Clear.,-1
1,2,01:51,Clear.,-1
1,3,02:51,Clear.,-2
1,4,03:51,Clear.,-2
1,5,04:51,Clear.,-3
1,6,05:51,Clear.,-3
1,7,06:51,Clear.,-4
1,8,07:51,Sunny.,-3
1,9,08:51,Sunny.,-3
1,10,09:51,Sunny.,-2
1,11,10:51,Partly sunny.,-2
1,12,11:51,Passing clouds.,0
1,13,12:51,Overcast.,2
1,14,13:51,Scattered clouds.,2
1,15,14:51,Partly sunny.,2
1,16,15:51,Overcast.,2
1,17,16:51,Overcast.,1
1,18,17:51,Passing clouds.,1
1,19,18:51,Mostly cloudy.,1
1,20,19:51,Overcast.,2
1,21,20:51,Overcast.,1
1,22,21:51,Overcast.,1
1,23,22:51,Overcast.,1
1,24,23:51,Overcast.,1
1,1,"00:51Thu, 22 Jan",Overcast.,1
1,2,02:02,Overcast.,1
1,3,02:51,Overcast.,1
1,4,03:51,Overcast.,0
1,5,04:51,Overcast.,0
1,6,05:51,Mostly cloudy.,0
1,7,06:53,Mostly cloudy.,-1
1,8,07:59,Overcast.,-1
1,9,08:51,Mostly cloudy.,0
1,10,09:51,Overcast.,0
1,11,10:51,Overcast.,1
1,12,11:51,Overcast.,2
1,13,12:51,Scattered clouds.,2
1,14,13:51,Passing clouds.,3
1,15,14:51,Scattered clouds.,4
1,16,15:51,Sunny.,4
1,17,16:51,Sunny.,3
1,18,17:51,Clear.,3
1,19,18:51,Clear.,3
1,20,19:51,Clear.,2
1,21,20:51,Clear.,1
1,22,21:51,Clear.,1
1,23,22:51,Clear.,0
1,24,23:51,Clear.,-1
1,1,"00:51Fri, 23 Jan",Clear.,-1
1,2,01:51,Clear.,-1
1,3,02:51,Clear.,-1
1,4,03:51,Clear.,-2
1,5,04:51,Clear.,-2
1,6,05:51,Clear.,-2
1,7,06:51,Clear.,-2
1,8,07:51,Sunny.,-2
1,9,08:51,Sunny.,-2
1,10,09:51,Sunny.,-1
1,11,10:51,Sunny.,-1
1,12,11:51,Sunny.,1
1,13,12:51,Sunny.,2
1,14,13:51,Sunny.,3
1,15,14:51,Sunny.,3
1,16,15:51,Sunny.,4
1,17,16:51,Sunny.,3
1,18,17:51,Clear.,3
1,19,18:51,Clear.,3
1,20,19:51,Clear.,3
1,21,20:51,Clear.,3
1,22,21:51,Overcast.,3
1,23,22:51,Overcast.,3
1,24,23:51,Overcast.,3
1,1,"00:59Sat, 24 Jan",Light snow. Overcast.,1
1,2,01:51,Snow. Fog.,1
1,3,02:51,Snow. Fog.,1
1,4,03:51,Snow. Fog.,1
1,5,04:51,Light snow. Fog.,1
1,6,05:59,Light snow. Fog.,1
1,7,06:51,Light rain. Fog.,1
1,8,07:51,Fog.,1
1,10,08:51,Fog.,1
1,11,09:51,Light rain. Fog.,1
1,12,10:51,Fog.,2
1,14,11:51,Fog.,2
1,16,13:51,Fog.,2
1,17,14:51,Mostly cloudy.,3
1,18,15:58,Overcast.,2
1,19,16:51,More clouds than sun.,3
1,20,17:51,Mostly cloudy.,3
1,21,18:51,Clear.,3
1,22,19:51,Clear.,3
1,23,20:51,Clear.,3
1,24,21:51,Clear.,2
1,25,22:51,Passing clouds.,2
1,26,23:51,Overcast.,2
1,1,"00:51Sun, 25 Jan",Overcast.,3
1,2,01:51,Overcast.,3
1,3,02:51,Passing clouds.,3
1,4,03:51,Passing clouds.,2
1,5,04:51,Clear.,1
1,6,05:51,Clear.,2
1,7,06:51,Overcast.,2
1,8,07:51,Overcast.,2
1,9,08:51,Partly sunny.,3
1,10,09:51,Sunny.,4
1,11,10:51,Passing clouds.,5
1,12,11:51,Sunny.,5
1,13,12:51,Sunny.,6
1,14,13:51,Sunny.,6
1,15,14:51,Sunny.,6
1,16,15:51,Sunny.,5
1,17,16:51,Sunny.,3
1,18,17:51,Clear.,3
1,19,18:51,Passing clouds.,2
1,20,19:51,Clear.,2
1,21,20:51,Overcast.,1
1,22,21:51,Mostly cloudy.,0
1,23,22:51,Overcast.,0
1,24,23:51,Passing clouds.,-1
1,1,"00:51Mon, 26 Jan",Overcast.,-2
1,2,01:51,Overcast.,-2
1,3,02:51,Overcast.,-3
1,4,03:51,Mostly cloudy.,-3
1,5,04:51,Mostly cloudy.,-4
1,6,05:51,Mostly cloudy.,-4
1,7,06:51,Light snow. Overcast.,-4
1,8,07:51,Overcast.,-4
1,9,08:54,Light snow. Mostly cloudy.,-4
1,10,09:51,Snow. Mostly cloudy.,-4
1,11,10:51,Light snow. Mostly cloudy.,-4
1,12,11:51,Mostly cloudy.,-5
1,13,12:51,Light snow. Mostly cloudy.,-5
1,14,13:51,Light snow. Mostly cloudy.,-5
1,15,14:51,Heavy snow. Ice fog.,-4
1,16,15:51,Snow. Ice fog.,-4
1,17,16:51,Snow. Ice fog.,-4
1,18,18:00,Light snow. Overcast.,-3
1,19,18:51,Overcast.,-3
1,20,19:51,Light snow. Overcast.,-3
1,21,20:51,Light snow. Overcast.,-3
1,22,21:51,Light snow. Overcast.,-3
1,23,22:51,Light snow. Overcast.,-3
1,24,23:51,Light snow. Overcast.,-4
1,1,"00:51Tue, 27 Jan",Heavy snow. Ice fog.,-4
1,2,01:51,Light snow. Ice fog.,-5
1,3,02:51,Light snow. Overcast.,-6
1,4,03:51,Snow. Ice fog.,-6
1,5,05:00,Light snow. Ice fog.,-6
1,6,05:51,Mostly cloudy.,-6
1,7,06:51,Overcast.,-6
1,8,07:51,Overcast.,-5
1,9,08:51,Overcast.,-5
1,10,09:51,Overcast.,-5
1,11,10:51,Light snow. Mostly cloudy.,-4
1,12,11:51,Mostly cloudy.,-3
1,13,12:51,Broken clouds.,-3
1,14,13:51,Partly sunny.,-2
1,15,14:51,Passing clouds.,-2
1,16,15:51,Sunny.,-1
1,17,16:51,Sunny.,-3
1,18,17:51,Clear.,-3
1,19,18:51,Passing clouds.,-3
1,20,19:51,Passing clouds.,-3
1,21,20:51,Clear.,-4
1,22,21:51,Clear.,-6
1,23,22:51,Clear.,-6
1,24,23:51,Clear.,-7
1,1,"00:51Wed, 28 Jan",Clear.,-8
1,2,01:51,Clear.,-8
1,3,02:51,Clear.,-8
1,4,03:51,Clear.,-8
1,5,04:51,Clear.,-8
1,6,05:51,Clear.,-8
1,7,06:51,Clear.,-8
1,8,07:51,Sunny.,-8
1,9,08:51,Scattered clouds.,-7
1,10,09:51,Sunny.,-6
1,11,10:51,Sunny.,-4
1,12,11:51,Sunny.,-3
1,13,12:51,Sunny.,-1
1,14,13:51,Sunny.,-1
1,15,14:51,Sunny.,1
1,16,15:51,Sunny.,1
1,17,16:51,Sunny.,1
1,18,17:51,Clear.,0
1,19,18:51,Clear.,-1
1,20,19:51,Clear.,-1
1,21,20:51,Clear.,-2
1,22,21:51,Clear.,-2
1,23,22:51,Clear.,-3
1,24,23:51,Clear.,-4
1,1,"00:51Thu, 29 Jan",Clear.,-4
1,2,01:51,Clear.,-5
1,3,02:51,Clear.,-6
1,4,03:51,Clear.,-6
1,5,04:51,Clear.,-6
1,6,05:51,Clear.,-7
1,7,06:51,Clear.,-7
1,8,07:51,Sunny.,-7
1,9,08:51,Sunny.,-6
1,10,09:51,Sunny.,-3
1,11,10:51,Sunny.,-2
1,12,11:51,Sunny.,-1
1,13,12:51,Sunny.,0
1,14,13:51,Scattered clouds.,1
1,15,14:51,Partly sunny.,-1
1,16,15:51,Partly sunny.,-1
1,17,16:51,Overcast.,-1
1,18,17:51,Partly cloudy.,0
1,19,18:51,Passing clouds.,1
1,20,19:51,Mostly cloudy.,2
1,21,20:51,Mostly cloudy.,2
1,22,21:51,Overcast.,2
1,23,22:51,Mostly cloudy.,2
1,1,"00:01Fri, 30 Jan",Light snow. Mostly cloudy.,0
1,3,01:58,Light snow. Overcast.,1
1,4,02:51,Mostly cloudy.,1
1,5,03:51,Overcast.,3
1,6,04:51,Overcast.,2
1,7,05:51,Mostly cloudy.,2
1,8,06:51,Overcast.,1
1,9,07:51,Overcast.,0
1,10,09:02,Light snow. Overcast.,0
1,11,09:51,Overcast.,0
1,12,10:51,Overcast.,1
1,13,12:01,Cloudy.,2
1,14,12:51,Cloudy.,3
1,15,13:51,Overcast.,3
1,16,14:51,Partly sunny.,3
1,17,15:51,Passing clouds.,2
1,18,16:51,Scattered clouds.,2
1,19,17:51,Overcast.,0
1,20,18:51,Clear.,-2
1,21,19:51,Clear.,-4
1,22,20:51,Clear.,-6
1,23,21:51,Clear.,-6
1,24,22:51,Clear.,-7
1,25,23:51,Clear.,-7
1,1,"00:51Sat, 31 Jan",Clear.,-8
1,2,01:51,Clear.,-8
1,3,02:51,Clear.,-8
1,4,03:51,Clear.,-9
1,5,04:51,Clear.,-9
1,6,05:51,Clear.,-1
1,7,06:51,Clear.,-1
1,8,07:51,Sunny.,-1
1,9,08:51,Sunny.,-1
1,10,09:51,Sunny.,-9
1,11,10:51,Sunny.,-8
1,12,11:51,Sunny.,-6
1,13,12:51,Sunny.,-5
1,14,13:51,Sunny.,-4
1,15,14:51,Sunny.,-3
1,16,15:51,Sunny.,-3
1,17,16:51,Sunny.,-4
1,18,17:51,Clear.,-4
1,19,18:51,Clear.,-5
1,20,19:51,Clear.,-6
1,21,20:51,Clear.,-6
1,22,21:51,Clear.,-6
1,23,22:51,Clear.,-7
1,24,23:51,Clear.,-7
2,1,"00:51Sun, 1 Feb",Clear.,-7
2,2,01:51,Passing clouds.,-6
2,3,02:51,Clear.,-6
2,4,03:51,Passing clouds.,-5
2,5,04:51,Passing clouds.,-4
2,6,05:51,Overcast.,-4
2,7,06:51,Overcast.,-4
2,8,07:51,Overcast.,-3
2,9,08:51,Overcast.,-2
2,10,09:51,Sunny.,-1
2,11,10:51,Passing clouds.,1
2,12,11:51,Overcast.,1
2,13,12:51,Partly sunny.,2
2,14,13:51,Overcast.,2
2,15,14:51,Overcast.,2
2,16,15:51,Overcast.,2
2,17,16:51,Passing clouds.,2
2,18,17:51,Overcast.,2
2,19,18:51,Overcast.,2
2,20,19:51,Mostly cloudy.,2
2,21,20:51,Light snow. Mostly cloudy.,2
2,22,21:51,Light snow. Mostly cloudy.,1
2,23,22:51,Light snow. Ice fog.,0
2,1,"00:00Mon, 2 Feb",Light snow. Fog.,1
2,2,00:51,Light snow. Fog.,1
2,4,01:51,Snow. Fog.,1
2,5,02:51,Snow. Fog.,1
2,6,03:51,Snow. Fog.,1
2,7,04:51,Light snow. Fog.,1
2,9,06:51,Light freezing rain. Ice fog.,-1
2,10,07:51,Light freezing rain. Ice fog.,-1
2,11,08:51,Light snow. Ice fog.,-2
2,12,09:51,Ice fog.,-2
2,13,10:51,Light freezing rain. Ice fog.,-1
2,14,11:51,Ice fog.,-2
2,15,12:58,Overcast.,-3
2,16,13:58,Light snow. Ice fog.,-4
2,17,14:51,Snow. Ice fog.,-4
2,18,15:51,More clouds than sun.,-4
2,19,16:51,Ice fog.,-5
2,20,17:51,Overcast.,-5
2,21,18:51,Mostly cloudy.,-5
2,22,19:51,Overcast.,-6
2,23,20:51,Partly cloudy.,-8
2,24,21:51,Clear.,-9
