Temp,State,Degree
2015-01-27 01:00:00,Light snow. Ice fog.,-5
2015-01-27 02:00:00,Light snow. Overcast.,-6
2015-01-27 03:00:00,Snow. Ice fog.,-6
2015-01-27 05:00:00,Light snow. Ice fog.,-6
2015-01-27 05:00:00,Mostly cloudy.,-6
2015-01-27 06:00:00,Overcast.,-6
2015-01-27 07:00:00,Overcast.,-5
2015-01-27 08:00:00,Overcast.,-5
2015-01-27 09:00:00,Overcast.,-5
2015-01-27 10:00:00,Light snow. Mostly cloudy.,-4
2015-01-27 11:00:00,Mostly cloudy.,-3
2015-01-27 12:00:00,Broken clouds.,-3
2015-01-27 13:00:00,Partly sunny.,-2
2015-01-27 14:00:00,Passing clouds.,-2
2015-01-27 15:00:00,Sunny.,-1
2015-01-27 16:00:00,Sunny.,-3
2015-01-27 17:00:00,Clear.,-3
2015-01-27 18:00:00,Passing clouds.,-3
2015-01-27 19:00:00,Passing clouds.,-3
2015-01-27 20:00:00,Clear.,-4
2015-01-27 21:00:00,Clear.,-6
2015-01-27 22:00:00,Clear.,-6
2015-01-27 23:00:00,Clear.,-7
2015-01-28 00:00:00,Clear.,-8
2015-01-28 01:00:00,Clear.,-8
2015-01-28 02:00:00,Clear.,-8
2015-01-28 03:00:00,Clear.,-8
2015-01-28 04:00:00,Clear.,-8
2015-01-28 05:00:00,Clear.,-8
2015-01-28 06:00:00,Clear.,-8
2015-01-28 07:00:00,Sunny.,-8
2015-01-28 08:00:00,Scattered clouds.,-7
2015-01-28 09:00:00,Sunny.,-6
2015-01-28 10:00:00,Sunny.,-4
2015-01-28 11:00:00,Sunny.,-3
2015-01-28 12:00:00,Sunny.,-1
2015-01-28 13:00:00,Sunny.,-1
2015-01-28 14:00:00,Sunny.,1
2015-01-28 15:00:00,Sunny.,1
2015-01-28 16:00:00,Sunny.,1
2015-01-28 17:00:00,Clear.,0
2015-01-28 18:00:00,Clear.,-1
2015-01-28 19:00:00,Clear.,-1
2015-01-28 20:00:00,Clear.,-2
2015-01-28 21:00:00,Clear.,-2
2015-01-28 22:00:00,Clear.,-3
2015-01-28 23:00:00,Clear.,-4
2015-01-29 00:00:00,Clear.,-4
2015-01-29 01:00:00,Clear.,-5
2015-01-29 02:00:00,Clear.,-6
2015-01-29 03:00:00,Clear.,-6
2015-01-29 04:00:00,Clear.,-6
2015-01-29 05:00:00,Clear.,-7
2015-01-29 06:00:00,Clear.,-7
2015-01-29 07:00:00,Sunny.,-7
2015-01-29 08:00:00,Sunny.,-6
2015-01-29 09:00:00,Sunny.,-3
2015-01-29 10:00:00,Sunny.,-2
2015-01-29 11:00:00,Sunny.,-1
2015-01-29 12:00:00,Sunny.,0
2015-01-29 13:00:00,Scattered clouds.,1
2015-01-29 14:00:00,Partly sunny.,-1
2015-01-29 15:00:00,Partly sunny.,-1
2015-01-29 16:00:00,Overcast.,-1
2015-01-29 17:00:00,Partly cloudy.,0
2015-01-29 18:00:00,Passing clouds.,1
2015-01-29 19:00:00,Mostly cloudy.,2
2015-01-29 20:00:00,Mostly cloudy.,2
2015-01-29 21:00:00,Overcast.,2
2015-01-29 22:00:00,Mostly cloudy.,2
2015-01-30 00:00:00,Light snow. Mostly cloudy.,0
2015-01-30 00:00:00,Light snow. Ice fog.,0
2015-01-30 01:00:00,Light snow. Overcast.,1
2015-01-30 02:00:00,Mostly cloudy.,1
2015-01-30 03:00:00,Overcast.,3
2015-01-30 04:00:00,Overcast.,2
2015-01-30 05:00:00,Mostly cloudy.,2
2015-01-30 06:00:00,Overcast.,1
2015-01-30 07:00:00,Overcast.,0
2015-01-30 09:00:00,Light snow. Overcast.,0
2015-01-30 09:00:00,Overcast.,0
2015-01-30 10:00:00,Overcast.,1
2015-01-30 12:00:00,Cloudy.,2
2015-01-30 12:00:00,Cloudy.,3
2015-01-30 13:00:00,Overcast.,3
2015-01-30 14:00:00,Partly sunny.,3
2015-01-30 15:00:00,Passing clouds.,2
2015-01-30 16:00:00,Scattered clouds.,2
2015-01-30 17:00:00,Overcast.,0
2015-01-30 18:00:00,Clear.,-2
2015-01-30 19:00:00,Clear.,-4
2015-01-30 20:00:00,Clear.,-6
2015-01-30 21:00:00,Clear.,-6
2015-01-30 22:00:00,Clear.,-7
2015-01-30 23:00:00,Clear.,-7
2015-01-31 00:00:00,Clear.,-8
2015-01-31 01:00:00,Clear.,-8
2015-01-31 02:00:00,Clear.,-8
2015-01-31 03:00:00,Clear.,-9
2015-01-31 04:00:00,Clear.,-9
2015-01-31 05:00:00,Clear.,-1
2015-01-31 06:00:00,Clear.,-1
2015-01-31 07:00:00,Sunny.,-1
2015-01-31 08:00:00,Sunny.,-1
2015-01-31 09:00:00,Sunny.,-9
2015-01-31 10:00:00,Sunny.,-8
2015-01-31 11:00:00,Sunny.,-6
2015-01-31 12:00:00,Sunny.,-5
2015-01-31 13:00:00,Sunny.,-4
2015-01-31 14:00:00,Sunny.,-3
2015-01-31 15:00:00,Sunny.,-3
2015-01-31 16:00:00,Sunny.,-4
2015-01-31 17:00:00,Clear.,-4
2015-01-31 18:00:00,Clear.,-5
2015-01-31 19:00:00,Clear.,-6
2015-01-31 20:00:00,Clear.,-6
2015-01-31 21:00:00,Clear.,-6
2015-01-31 22:00:00,Clear.,-7
2015-01-31 23:00:00,Clear.,-7
2015-02-1 00:00:00,Clear.,-7
2015-02-1 01:00:00,Passing clouds.,-6
2015-02-1 02:00:00,Clear.,-6
2015-02-1 03:00:00,Passing clouds.,-5
2015-02-1 04:00:00,Passing clouds.,-4
2015-02-1 05:00:00,Overcast.,-4
2015-02-1 06:00:00,Overcast.,-4
2015-02-1 07:00:00,Overcast.,-3
2015-02-1 08:00:00,Overcast.,-2
2015-02-1 09:00:00,Sunny.,-1
2015-02-1 10:00:00,Passing clouds.,1
2015-02-1 11:00:00,Overcast.,1
2015-02-1 12:00:00,Partly sunny.,2
2015-02-1 13:00:00,Overcast.,2
2015-02-1 14:00:00,Overcast.,2
2015-02-1 15:00:00,Overcast.,2
2015-02-1 16:00:00,Passing clouds.,2
2015-02-1 17:00:00,Overcast.,2
2015-02-1 18:00:00,Overcast.,2
2015-02-1 19:00:00,Mostly cloudy.,2
2015-02-1 20:00:00,Light snow. Mostly cloudy.,2
2015-02-1 21:00:00,Light snow. Mostly cloudy.,1
2015-02-1 22:00:00,Light snow. Ice fog.,0
2015-02-2 00:00:00,Light snow. Fog.,1
2015-02-2 00:00:00,Light snow. Fog.,1
2015-02-2 01:00:00,Light snow. Fog.,1
2015-02-2 01:00:00,Snow. Fog.,1
2015-02-2 02:00:00,Snow. Fog.,1
2015-02-2 03:00:00,Snow. Fog.,1
2015-02-2 04:00:00,Light snow. Fog.,1
2015-02-2 06:00:00,Freezing rain. Ice fog.,0
2015-02-2 06:00:00,Light freezing rain. Ice fog.,-1
2015-02-2 07:00:00,Light freezing rain. Ice fog.,-1
2015-02-2 08:00:00,Light snow. Ice fog.,-2
2015-02-2 09:00:00,Ice fog.,-2
2015-02-2 10:00:00,Light freezing rain. Ice fog.,-1
2015-02-2 11:00:00,Ice fog.,-2
2015-02-2 12:00:00,Overcast.,-3
2015-02-2 13:00:00,Light snow. Ice fog.,-4
2015-02-2 14:00:00,Snow. Ice fog.,-4
2015-02-2 15:00:00,More clouds than sun.,-4
2015-02-2 16:00:00,Ice fog.,-5
2015-02-2 17:00:00,Overcast.,-5
2015-02-2 18:00:00,Mostly cloudy.,-5
2015-02-2 19:00:00,Overcast.,-6
2015-02-2 20:00:00,Partly cloudy.,-8
2015-02-2 21:00:00,Clear.,-9
2015-02-2 22:00:00,Clear.,-1
2015-02-2 23:00:00,Clear.,-1
2015-02-3 00:00:00,Clear.,-1
2015-02-3 01:00:00,Clear.,-1
2015-02-3 02:00:00,Clear.,-1
2015-02-3 03:00:00,Clear.,-1
2015-02-3 04:00:00,Clear.,-9
2015-02-3 05:00:00,Clear.,-9
2015-02-3 06:00:00,Clear.,-9
2015-02-3 07:00:00,Sunny.,-9
2015-02-3 08:00:00,Sunny.,-8
2015-02-3 09:00:00,Sunny.,-8
2015-02-3 10:00:00,Sunny.,-7
2015-02-3 11:00:00,Sunny.,-6
2015-02-3 12:00:00,Sunny.,-6
2015-02-3 13:00:00,Sunny.,-5
2015-02-3 14:00:00,Sunny.,-4
2015-02-3 15:00:00,Sunny.,-4
2015-02-3 16:00:00,Sunny.,-4
2015-02-3 17:00:00,Clear.,-4
2015-02-3 18:00:00,Clear.,-4
2015-02-3 19:00:00,Clear.,-4
2015-02-3 20:00:00,Clear.,-4
2015-02-3 21:00:00,Clear.,-4
2015-02-3 22:00:00,Clear.,-4
2015-02-3 23:00:00,Clear.,-4
2015-02-4 00:00:00,Clear.,-4
2015-02-4 01:00:00,Clear.,-4
2015-02-4 02:00:00,Overcast.,-3
2015-02-4 03:00:00,Passing clouds.,-3
2015-02-4 04:00:00,Mostly cloudy.,-3
2015-02-4 05:00:00,Overcast.,-3
2015-02-4 06:00:00,Overcast.,-2
2015-02-4 07:00:00,Overcast.,-1
2015-02-4 08:00:00,Mostly cloudy.,0
2015-02-4 09:00:00,Overcast.,1
2015-02-4 10:00:00,Mostly cloudy.,2
2015-02-4 11:00:00,Partly sunny.,3
2015-02-4 12:00:00,Overcast.,3
2015-02-4 13:00:00,Overcast.,3
2015-02-4 14:00:00,Overcast.,3
2015-02-4 15:00:00,Sunny.,4
2015-02-4 16:00:00,Passing clouds.,4
2015-02-4 17:00:00,Clear.,4
2015-02-4 18:00:00,Clear.,6
2015-02-4 19:00:00,Passing clouds.,6
2015-02-4 20:00:00,Passing clouds.,6
2015-02-4 21:00:00,Passing clouds.,6
2015-02-4 22:00:00,Overcast.,6
2015-02-4 23:00:00,Mostly cloudy.,6
2015-02-5 00:00:00,Mostly cloudy.,6
2015-02-5 01:00:00,Clear.,5
2015-02-5 02:00:00,Clear.,5
2015-02-5 03:00:00,Passing clouds.,4
2015-02-5 04:00:00,Overcast.,4
2015-02-5 05:00:00,Overcast.,3
2015-02-5 06:00:00,Overcast.,1
2015-02-5 07:00:00,Overcast.,0
2015-02-5 08:00:00,Overcast.,-1
2015-02-5 09:00:00,Overcast.,-2
2015-02-5 10:00:00,Mostly cloudy.,-2
2015-02-5 11:00:00,Partly sunny.,-2
2015-02-5 12:00:00,Sunny.,-2
2015-02-5 13:00:00,Passing clouds.,-3
2015-02-5 14:00:00,Sunny.,-2
2015-02-5 15:00:00,Sunny.,-4
2015-02-5 16:00:00,Scattered clouds.,-4
2015-02-5 17:00:00,Passing clouds.,-6
2015-02-5 18:00:00,Clear.,-6
2015-02-5 19:00:00,Clear.,-7
2015-02-5 20:00:00,Clear.,-8
2015-02-5 21:00:00,Clear.,-9
2015-02-5 22:00:00,Clear.,-9
2015-02-5 23:00:00,Clear.,-1
2015-02-6 00:00:00,Clear.,-1
2015-02-6 01:00:00,Clear.,-1
2015-02-6 02:00:00,Clear.,-1
2015-02-6 03:00:00,Clear.,-1
2015-02-6 04:00:00,Clear.,-1
2015-02-6 05:00:00,Clear.,-1
2015-02-6 06:00:00,Clear.,-1
2015-02-6 07:00:00,Sunny.,-1
2015-02-6 08:00:00,Sunny.,-9
2015-02-6 09:00:00,Sunny.,-8
2015-02-6 10:00:00,Overcast.,-7
2015-02-6 11:00:00,Overcast.,-7
2015-02-6 12:00:00,More clouds than sun.,-6
2015-02-6 13:00:00,Passing clouds.,-4
2015-02-6 14:00:00,Sunny.,-3
2015-02-6 15:00:00,Sunny.,-3
2015-02-6 16:00:00,Sunny.,-3
2015-02-6 17:00:00,Clear.,-3
2015-02-6 18:00:00,Clear.,-3
2015-02-6 19:00:00,Clear.,-3
2015-02-6 20:00:00,Clear.,-3
2015-02-6 21:00:00,Clear.,-4
2015-02-6 22:00:00,Clear.,-3
2015-02-6 23:00:00,Clear.,-4
2015-02-7 00:00:00,Clear.,-3
2015-02-7 01:00:00,Overcast.,-3
2015-02-7 02:00:00,Overcast.,-3
2015-02-7 03:00:00,Overcast.,-3
2015-02-7 04:00:00,Overcast.,-3
2015-02-7 05:00:00,Overcast.,-2
2015-02-7 06:00:00,Overcast.,-2
2015-02-7 07:00:00,Overcast.,-2
2015-02-7 08:00:00,Overcast.,-1
2015-02-7 09:00:00,Overcast.,-1
2015-02-7 10:00:00,Light snow. Mostly cloudy.,-1
2015-02-7 12:00:00,Light snow. Mostly cloudy.,-1
2015-02-7 12:00:00,Overcast.,0
2015-02-7 13:00:00,More clouds than sun.,1
2015-02-7 14:00:00,More clouds than sun.,2
2015-02-7 15:00:00,Partly sunny.,2
2015-02-7 16:00:00,Sunny.,3
2015-02-7 17:00:00,Passing clouds.,3
2015-02-7 18:00:00,Overcast.,3
2015-02-7 19:00:00,Clear.,3
2015-02-7 20:00:00,Overcast.,2
2015-02-7 21:00:00,Overcast.,2
2015-02-7 22:00:00,Overcast.,3
2015-02-7 23:00:00,Mostly cloudy.,3
2015-02-8 00:00:00,Overcast.,2
2015-02-8 01:00:00,Passing clouds.,2
2015-02-8 02:00:00,Mostly cloudy.,1
2015-02-8 03:00:00,Overcast.,1
2015-02-8 04:00:00,Passing clouds.,1
2015-02-8 05:00:00,Passing clouds.,1
2015-02-8 06:00:00,Clear.,1
2015-02-8 07:00:00,Low clouds.,2
2015-02-8 08:00:00,Low clouds.,2
2015-02-8 09:00:00,Low clouds.,2
2015-02-8 10:00:00,Low clouds.,2
2015-02-8 11:00:00,Low clouds.,2
2015-02-8 12:00:00,Low clouds.,2
2015-02-8 13:00:00,Low clouds.,2
2015-02-8 14:00:00,Fog.,1
2015-02-8 15:00:00,Fog.,1
2015-02-8 16:00:00,Fog.,1
2015-02-8 17:00:00,Low clouds.,2
2015-02-8 18:00:00,Overcast.,2
2015-02-8 19:00:00,Overcast.,2
2015-02-8 20:00:00,Low clouds.,1
2015-02-8 21:00:00,Low clouds.,0
2015-02-8 22:00:00,Low clouds.,-1
2015-02-8 23:00:00,Low clouds.,-2
2015-02-9 00:00:00,Overcast.,-2
2015-02-9 01:00:00,Overcast.,-3
2015-02-9 02:00:00,Overcast.,-3
2015-02-9 03:00:00,Overcast.,-3
2015-02-9 04:00:00,Overcast.,-3
2015-02-9 05:00:00,Overcast.,-3
2015-02-9 06:00:00,Light snow. Overcast.,-4
2015-02-9 07:00:00,Light snow. Overcast.,-4
2015-02-9 08:00:00,Overcast.,-3
2015-02-9 09:00:00,Overcast.,-3
2015-02-9 10:00:00,Light snow. Overcast.,-3
2015-02-9 11:00:00,Overcast.,-3
2015-02-9 12:00:00,Overcast.,-3
2015-02-9 13:00:00,Overcast.,-3
2015-02-9 14:00:00,Overcast.,-3
2015-02-9 16:00:00,Overcast.,-3
2015-02-9 16:00:00,Overcast.,-3
2015-02-9 17:00:00,Overcast.,-3
2015-02-9 18:00:00,Overcast.,-3
2015-02-9 19:00:00,Overcast.,-3
2015-02-9 20:00:00,Overcast.,-3
2015-02-9 21:00:00,Overcast.,-3
2015-02-9 22:00:00,Overcast.,-3
2015-02-9 23:00:00,Overcast.,-3
2015-02-10 00:00:00,Overcast.,-3
2015-02-10 01:00:00,Overcast.,-3
2015-02-10 02:00:00,Overcast.,-3
2015-02-10 03:00:00,Light snow. Overcast.,-3
2015-02-10 04:00:00,Mostly cloudy.,-3
2015-02-10 05:00:00,Overcast.,-3
2015-02-10 06:00:00,Mostly cloudy.,-3
2015-02-10 07:00:00,Mostly cloudy.,-3
2015-02-10 08:00:00,More clouds than sun.,-2
2015-02-10 09:00:00,Overcast.,-2
2015-02-10 10:00:00,Overcast.,-1
2015-02-10 11:00:00,Mostly cloudy.,0
2015-02-10 12:00:00,Overcast.,1
2015-02-10 13:00:00,Sunny.,3
2015-02-10 14:00:00,Passing clouds.,4
2015-02-10 15:00:00,Overcast.,4
2015-02-10 16:00:00,Overcast.,3
2015-02-10 17:00:00,Passing clouds.,2
2015-02-10 18:00:00,Clear.,1
2015-02-10 19:00:00,Clear.,1
2015-02-10 20:00:00,Clear.,0
2015-02-10 21:00:00,Clear.,-1
2015-02-10 22:00:00,Clear.,-1
2015-02-10 23:00:00,Clear.,-2
2015-02-11 00:00:00,Clear.,-2
2015-02-11 01:00:00,Clear.,-3
2015-02-11 02:00:00,Clear.,-3
2015-02-11 03:00:00,Clear.,-4
2015-02-11 04:00:00,Clear.,-4
2015-02-11 05:00:00,Clear.,-5
2015-02-11 06:00:00,Clear.,-6
2015-02-11 07:00:00,Sunny.,-6
2015-02-11 08:00:00,Sunny.,-5
2015-02-11 09:00:00,Sunny.,-3
2015-02-11 10:00:00,Sunny.,-3
2015-02-11 11:00:00,Sunny.,-2
2015-02-11 12:00:00,Sunny.,-1
2015-02-11 13:00:00,Sunny.,0
2015-02-11 14:00:00,Sunny.,1
2015-02-11 15:00:00,Sunny.,1
2015-02-11 16:00:00,Sunny.,0
2015-02-11 17:00:00,Clear.,-1
2015-02-11 18:00:00,Clear.,-1
2015-02-11 19:00:00,Clear.,-1
2015-02-11 20:00:00,Clear.,-2
2015-02-11 21:00:00,Clear.,-2
2015-02-11 22:00:00,Clear.,-2
2015-02-11 23:00:00,Passing clouds.,-2
2015-02-12 00:00:00,Overcast.,-2
2015-02-12 01:00:00,Overcast.,-2
2015-02-12 02:00:00,Passing clouds.,-1
2015-02-12 03:00:00,Overcast.,-1
2015-02-12 04:00:00,Mostly cloudy.,-1
2015-02-12 05:00:00,Mostly cloudy.,-1
2015-02-12 06:00:00,Mostly cloudy.,-1
2015-02-12 07:00:00,Overcast.,-1
2015-02-12 08:00:00,More clouds than sun.,0
2015-02-12 09:00:00,More clouds than sun.,1
2015-02-12 10:00:00,More clouds than sun.,2
2015-02-12 11:00:00,Light snow. Cloudy.,2
2015-02-12 12:00:00,Mostly cloudy.,2
2015-02-12 13:00:00,Mostly cloudy.,3
2015-02-12 14:00:00,Cloudy.,4
2015-02-12 15:00:00,Mostly cloudy.,2
2015-02-12 16:00:00,Scattered clouds.,2
2015-02-12 17:00:00,Passing clouds.,2
2015-02-12 18:00:00,Overcast.,1
2015-02-12 19:00:00,Overcast.,-2
2015-02-12 20:00:00,Passing clouds.,-3
2015-02-12 21:00:00,Clear.,-4
2015-02-12 22:00:00,Passing clouds.,-6
2015-02-12 23:00:00,Clear.,-9
2015-02-13 00:00:00,Clear.,-1
2015-02-13 01:00:00,Clear.,-1
2015-02-13 02:00:00,Clear.,-1
2015-02-13 03:00:00,Clear.,-1
2015-02-13 04:00:00,Clear.,-1
2015-02-13 05:00:00,Clear.,-1
2015-02-13 06:00:00,Clear.,-1
2015-02-13 07:00:00,Sunny.,-1
2015-02-13 08:00:00,Sunny.,-1
2015-02-13 09:00:00,Sunny.,-1
2015-02-13 10:00:00,Sunny.,-1
2015-02-13 11:00:00,Sunny.,-9
2015-02-13 12:00:00,Sunny.,-8
2015-02-13 13:00:00,Sunny.,-7
2015-02-13 14:00:00,Sunny.,-7
2015-02-13 15:00:00,Sunny.,-7
2015-02-13 16:00:00,Sunny.,-7
2015-02-13 17:00:00,Clear.,-7
2015-02-13 18:00:00,Clear.,-7
2015-02-13 19:00:00,Clear.,-7
2015-02-13 20:00:00,Clear.,-8
2015-02-13 21:00:00,Clear.,-8
2015-02-13 22:00:00,Clear.,-8
2015-02-13 23:00:00,Clear.,-8
2015-02-14 00:00:00,Clear.,-8
2015-02-14 01:00:00,Passing clouds.,-8
2015-02-14 02:00:00,Clear.,-8
2015-02-14 03:00:00,Passing clouds.,-7
2015-02-14 04:00:00,Mostly cloudy.,-7
2015-02-14 05:00:00,Overcast.,-6
2015-02-14 06:00:00,Overcast.,-6
2015-02-14 07:00:00,Overcast.,-5
2015-02-14 08:00:00,Overcast.,-4
2015-02-14 09:00:00,More clouds than sun.,-3
2015-02-14 10:00:00,Overcast.,-2
2015-02-14 11:00:00,Overcast.,-2
2015-02-14 12:00:00,Overcast.,-1
2015-02-14 13:00:00,Overcast.,0
2015-02-14 14:00:00,Light snow. Mostly cloudy.,-1
2015-02-14 15:00:00,Light snow. Mostly cloudy.,-2
2015-02-14 16:00:00,Light snow. Mostly cloudy.,-2
2015-02-14 16:00:00,Light snow. More clouds than sun.,-2
2015-02-14 17:00:00,Light snow. Mostly cloudy.,-2
2015-02-14 18:00:00,Light snow. Mostly cloudy.,-2
2015-02-14 18:00:00,Mostly cloudy.,-2
2015-02-14 19:00:00,Mostly cloudy.,-2
2015-02-14 20:00:00,Passing clouds.,-2
2015-02-14 21:00:00,Mostly cloudy.,-2
2015-02-14 22:00:00,Light snow. Mostly cloudy.,-3
2015-02-14 23:00:00,Light snow. Overcast.,-4
2015-02-15 00:00:00,Mostly cloudy.,-4
2015-02-15 01:00:00,Mostly cloudy.,-6
2015-02-15 02:00:00,Overcast.,-8
2015-02-15 03:00:00,Overcast.,-9
2015-02-15 04:00:00,Overcast.,-9
2015-02-15 05:00:00,Mostly cloudy.,-1
2015-02-15 06:00:00,More clouds than sun.,-1
2015-02-15 07:00:00,Overcast.,-1
2015-02-15 08:00:00,Mostly cloudy.,-9
2015-02-15 09:00:00,Overcast.,-8
2015-02-15 10:00:00,Overcast.,-8
2015-02-15 11:00:00,Sunny.,-8
2015-02-15 12:00:00,Sunny.,-7
2015-02-15 13:00:00,Sunny.,-7
2015-02-15 14:00:00,Sunny.,-7
2015-02-15 15:00:00,Sunny.,-8
2015-02-15 16:00:00,Sunny.,-9
2015-02-15 17:00:00,Clear.,-1
2015-02-15 18:00:00,Clear.,-1
2015-02-15 19:00:00,Clear.,-1
2015-02-15 20:00:00,Clear.,-1
2015-02-15 21:00:00,Clear.,-1
2015-02-15 22:00:00,Clear.,-1
2015-02-15 23:00:00,Clear.,-1
2015-02-16 00:00:00,Clear.,-1
2015-02-16 01:00:00,Clear.,-1
2015-02-16 02:00:00,Clear.,-1
2015-02-16 03:00:00,Clear.,-1
2015-02-16 04:00:00,Clear.,-1
2015-02-16 05:00:00,Clear.,-1
2015-02-16 06:00:00,Sunny.,-1
2015-02-16 07:00:00,Sunny.,-1
2015-02-16 08:00:00,Sunny.,-1
2015-02-16 09:00:00,Sunny.,-1
2015-02-16 10:00:00,Sunny.,-1
2015-02-16 11:00:00,Sunny.,-9
2015-02-16 12:00:00,Sunny.,-8
2015-02-16 13:00:00,Sunny.,-7
2015-02-16 14:00:00,Sunny.,-7
2015-02-16 15:00:00,Sunny.,-7
2015-02-16 16:00:00,Sunny.,-7
2015-02-16 17:00:00,Clear.,-7
2015-02-16 18:00:00,Clear.,-7
2015-02-16 19:00:00,Clear.,-7
2015-02-16 20:00:00,Overcast.,-7
2015-02-16 21:00:00,Overcast.,-7
2015-02-16 22:00:00,Overcast.,-7
2015-02-16 23:00:00,Overcast.,-7
2015-02-17 00:00:00,Overcast.,-7
2015-02-17 01:00:00,Overcast.,-8
2015-02-17 02:00:00,Light snow. Overcast.,-8
2015-02-17 03:00:00,Snow. Ice fog.,-9
2015-02-17 04:00:00,Light snow. Ice fog.,-9
2015-02-17 05:00:00,Light snow. Overcast.,-9
2015-02-17 06:00:00,Light snow. More clouds than sun.,-9
2015-02-17 07:00:00,Light snow. Overcast.,-9
2015-02-17 08:00:00,Light snow. Mostly cloudy.,-8
2015-02-17 09:00:00,Light snow. Mostly cloudy.,-8
2015-02-17 10:00:00,Light snow. More clouds than sun.,-7
2015-02-17 11:00:00,Overcast.,-6
2015-02-17 12:00:00,More clouds than sun.,-4
2015-02-17 13:00:00,Scattered clouds.,-4
2015-02-17 14:00:00,Sunny.,-3
2015-02-17 15:00:00,Sunny.,-3
2015-02-17 16:00:00,Sunny.,-3
2015-02-17 17:00:00,Clear.,-3
2015-02-17 18:00:00,Clear.,-3
2015-02-17 19:00:00,Clear.,-4
2015-02-17 20:00:00,Clear.,-3
2015-02-17 21:00:00,Clear.,-4
2015-02-17 22:00:00,Clear.,-4
2015-02-17 23:00:00,Clear.,-4
2015-02-18 00:00:00,Clear.,-5
2015-02-18 01:00:00,Clear.,-6
2015-02-18 02:00:00,Clear.,-6
2015-02-18 03:00:00,Clear.,-6
2015-02-18 04:00:00,Clear.,-7
2015-02-18 05:00:00,Clear.,-7
2015-02-18 06:00:00,Sunny.,-7
2015-02-18 07:00:00,Sunny.,-6
2015-02-18 08:00:00,Sunny.,-6
2015-02-18 09:00:00,Sunny.,-4
2015-02-18 10:00:00,Sunny.,-3
2015-02-18 11:00:00,Scattered clouds.,-1
2015-02-18 12:00:00,Overcast.,-2
2015-02-18 13:00:00,Overcast.,-2
2015-02-18 14:00:00,Scattered clouds.,-1
2015-02-18 15:00:00,Sunny.,-1
2015-02-18 16:00:00,Sunny.,-2
2015-02-18 17:00:00,Overcast.,-2
2015-02-18 18:00:00,Mostly cloudy.,-2
2015-02-18 19:00:00,Light snow. Mostly cloudy.,-2
2015-02-18 20:00:00,Passing clouds.,-2
2015-02-18 21:00:00,Passing clouds.,-2
2015-02-18 22:00:00,Clear.,-2
2015-02-18 23:00:00,Mostly cloudy.,-3
2015-02-19 00:00:00,Clear.,-4
2015-02-19 01:00:00,Passing clouds.,-6
2015-02-19 02:00:00,Passing clouds.,-7
2015-02-19 03:00:00,Passing clouds.,-7
2015-02-19 04:00:00,Clear.,-8
2015-02-19 05:00:00,Clear.,-8
2015-02-19 06:00:00,Sunny.,-9
2015-02-19 07:00:00,Sunny.,-9
2015-02-19 08:00:00,Overcast.,-8
2015-02-19 09:00:00,Mostly cloudy.,-8
2015-02-19 10:00:00,Mostly cloudy.,-7
2015-02-19 11:00:00,Overcast.,-6
2015-02-19 12:00:00,Overcast.,-7
2015-02-19 13:00:00,Passing clouds.,-6
2015-02-19 14:00:00,Passing clouds.,-6
2015-02-19 15:00:00,Scattered clouds.,-6
2015-02-19 16:00:00,Passing clouds.,-8
2015-02-19 17:00:00,Passing clouds.,-9
2015-02-19 18:00:00,Passing clouds.,-9
2015-02-19 19:00:00,Partly cloudy.,-1
2015-02-19 20:00:00,Passing clouds.,-1
2015-02-19 21:00:00,Clear.,-1
2015-02-19 22:00:00,Clear.,-1
2015-02-19 23:00:00,Clear.,-1
2015-02-20 00:00:00,Clear.,-1
2015-02-20 01:00:00,Clear.,-1
2015-02-20 02:00:00,Clear.,-1
2015-02-20 03:00:00,Clear.,-1
2015-02-20 04:00:00,Clear.,-1
2015-02-20 05:00:00,Clear.,-1
2015-02-20 06:00:00,Sunny.,-1
2015-02-20 07:00:00,Sunny.,-1
2015-02-20 08:00:00,Sunny.,-1
2015-02-20 09:00:00,Sunny.,-1
2015-02-20 10:00:00,Sunny.,-1
2015-02-20 11:00:00,Sunny.,-1
2015-02-20 12:00:00,Sunny.,-9
2015-02-20 13:00:00,Sunny.,-8
2015-02-20 14:00:00,Sunny.,-7
2015-02-20 15:00:00,Sunny.,-7
2015-02-20 16:00:00,Sunny.,-7
2015-02-20 17:00:00,Clear.,-8
2015-02-20 18:00:00,Clear.,-8
2015-02-20 19:00:00,Clear.,-9
2015-02-20 20:00:00,Clear.,-9
2015-02-20 21:00:00,Clear.,-9
2015-02-20 22:00:00,Clear.,-9
2015-02-20 23:00:00,Clear.,-1
2015-02-21 00:00:00,Clear.,-1
2015-02-21 01:00:00,Clear.,-1
2015-02-21 02:00:00,Clear.,-9
2015-02-21 03:00:00,Clear.,-9
2015-02-21 04:00:00,Clear.,-8
2015-02-21 05:00:00,Clear.,-8
2015-02-21 06:00:00,Scattered clouds.,-8
2015-02-21 07:00:00,Sunny.,-7
2015-02-21 08:00:00,Sunny.,-6
2015-02-21 09:00:00,Sunny.,-5
2015-02-21 10:00:00,Passing clouds.,-4
2015-02-21 11:00:00,Partly sunny.,-3
2015-02-21 12:00:00,Overcast.,-2
2015-02-21 13:00:00,Snow. Ice fog.,-3
2015-02-21 14:00:00,Heavy snow. Ice fog.,-3
2015-02-21 14:00:00,Heavy snow. Ice fog.,-3
